index,image,PSNR,SSIM,LPIPS
405,00405.png,37.854384135770204,0.9942261080542384,0.008915431797504425
408,00408.png,42.83508403418669,0.9964999903198684,0.0075018564239144325
411,00411.png,37.51989576404228,0.9962483758798835,0.008815377950668335
414,00414.png,42.960718258674,0.9967373740205611,0.007308403495699167
417,00417.png,43.07534044193637,0.9974192711217692,0.005267187021672726
420,00420.png,39.58894015649678,0.9965174675151519,0.006599372252821922
423,00423.png,40.28799897956858,0.9974518381733586,0.005619966425001621
429,00429.png,39.30620539821686,0.9969710149153749,0.003393182996660471
432,00432.png,39.55048893521067,0.9977168511959381,0.005191785283386707
435,00435.png,35.084232676742225,0.9986389590281093,0.002299112733453512
438,00438.png,39.72132824382926,0.9959022813486862,0.00684740487486124
441,00441.png,41.100529444142175,0.9965951159424795,0.005250309593975544
444,00444.png,44.34818049004971,0.9982325423896319,0.0014520167605951428
447,00447.png,43.466160042138966,0.9973250091198886,0.0026382403448224068
450,00450.png,44.660108795906844,0.9971689068061163,0.004397389478981495
453,00453.png,43.11259990909659,0.995932270366373,0.006261773873120546
456,00456.png,42.3194012494193,0.9953788882740789,0.00920296274125576
459,00459.png,42.01451867360937,0.9955131887757079,0.007986821234226227
462,00462.png,43.023387200944015,0.9960924595949776,0.008104003965854645
465,00465.png,43.489309146368214,0.9960638849974007,0.008897185325622559
468,00468.png,41.11988038553206,0.9966339542944475,0.0082422299310565
471,00471.png,40.14817384632344,0.9956018801474303,0.009908242151141167
474,00474.png,40.47465911064692,0.9961839385750794,0.009132429026067257
477,00477.png,42.80408186658015,0.9976044843365663,0.00615880498662591
480,00480.png,41.16911752657785,0.9974236801535648,0.005211869720369577
483,00483.png,40.58373678523681,0.9972376857364047,0.0062783281318843365
486,00486.png,48.06932199343355,0.9993336464848671,0.0016480525955557823
489,00489.png,40.97581516652207,0.9976756631418466,0.003171922406181693
492,00492.png,39.12928555069961,0.997728158978647,0.005582273006439209
495,00495.png,39.80373227505353,0.998571344429606,0.002392089692875743
498,00498.png,36.44717667277429,0.9967798638420333,0.009378617629408836
501,00501.png,36.3170519908805,0.9960450978969193,0.006906027905642986
510,00510.png,42.91511930063286,0.9965422885774636,0.005866603925824165
513,00513.png,41.50405366708039,0.9949665025886044,0.007483518682420254
516,00516.png,41.728237929343976,0.9951351997323217,0.008450282737612724
519,00519.png,41.662916872420375,0.9951285980433371,0.009235627949237823
522,00522.png,42.23741646952376,0.9956945423247282,0.009014423005282879
525,00525.png,42.63000263692609,0.9966188761272671,0.008647559210658073
528,00528.png,40.17001562034992,0.9959220309211472,0.009292636066675186
531,00531.png,41.85959381838471,0.9955667275238095,0.011431774124503136
534,00534.png,41.164645911735356,0.9962916078905528,0.009624293074011803
537,00537.png,42.12435361292057,0.9972394302672065,0.007002684287726879
540,00540.png,38.94405373163674,0.994976445632812,0.0065193395130336285
543,00543.png,42.93637502533527,0.9979828395436059,0.005063963588327169
546,00546.png,42.623791641308635,0.9985297658617663,0.0027142707258462906
549,00549.png,42.14620845764256,0.9989624736049908,0.0029463698156177998
552,00552.png,41.786319573669545,0.9993077289102302,0.002488881815224886
570,00570.png,43.48742157880929,0.9970602480797593,0.006036739330738783
573,00573.png,39.64693258537752,0.9945857298444456,0.00745522091165185
576,00576.png,41.32683868297961,0.9953720682215971,0.0048254854045808315
579,00579.png,42.20031364034546,0.9957614393326453,0.006684613414108753
582,00582.png,43.188570650493396,0.996094358579776,0.009672792628407478
585,00585.png,40.5246975859978,0.9958572153977104,0.009311764501035213
588,00588.png,38.95726153097477,0.9959261715632876,0.009777193889021873
591,00591.png,42.198595889732246,0.9962201332825328,0.011506155133247375
594,00594.png,42.30052523440633,0.9965114988088011,0.011645196005702019
597,00597.png,43.10501121329159,0.997634307054458,0.007506628055125475
